timestamp,pitch,roll,svm,gx,gy,gz,label
518355,-10.03,40.56,1.01,10.79,-1.21,0.15,Lying Down
518375,-8.65,43.79,1.01,8.32,0.98,-2.59,Lying Down
518395,-7.22,46.83,1.02,2.29,2.79,-3.31,Lying Down
518415,-5.82,49.71,1.02,-4.01,4.18,-2.76,Lying Down
518435,-4.46,52.5,1.02,-6.02,4.36,-2.45,Lying Down
518455,-3.16,55.26,1.02,-5.64,4.12,-2.16,Lying Down
518475,-1.9,57.97,1.02,-5.66,3.77,-2.34,Lying Down
518495,-0.7,60.57,1.02,-6.52,2.81,-2.45,Lying Down
518515,0.49,63.05,1.02,-8.44,1.74,-2.03,Lying Down
518535,1.68,65.43,1.02,-10.09,1.41,-1.12,Lying Down
518555,2.8,67.77,1.02,-10.37,0.88,0.17,Lying Down
518575,3.89,70.08,1.01,-10.11,0.23,1.22,Lying Down
518595,5.01,72.36,1.01,-9.59,0.18,1.54,Lying Down
518615,6.14,74.59,1.01,-9.49,0.61,1.95,Lying Down
518635,7.22,76.7,1.01,-10.37,0.48,2.89,Lying Down
518655,8.19,78.7,1.01,-12.05,-0.38,4.95,Lying Down
518675,8.98,80.67,1.01,-12.73,-3.12,7.46,Lying Down
518695,9.57,82.67,1.01,-11.44,-9.21,6.89,Lying Down
518715,10.01,84.71,1.01,-8.78,-16.94,4.6,Lying Down
518735,10.35,86.8,1.01,-5.12,-22.42,0.57,Lying Down
518755,10.59,88.89,1.01,-3.18,-28.48,-2.25,Lying Down
518775,10.7,90.87,1.01,-4.62,-34.46,-2.19,Lying Down
518795,10.78,92.72,1.01,-7.74,-36.11,-2.17,Lying Down
518815,10.79,94.44,1.01,-11.98,-39.66,-2.01,Lying Down
518835,10.62,96.03,1.01,-16.19,-48.15,-0.92,Lying Down
518855,10.39,97.52,1.01,-20.84,-53.38,1.63,Lying Down
518875,10.26,98.82,1.01,-28.98,-51.2,2.66,Lying Down
518895,10.3,99.94,1.01,-40.87,-46.5,3.01,Lying Down
518915,10.4,100.71,1.01,-58.01,-42.18,4.61,Lying Down
518935,10.49,101.11,1.01,-74.78,-39.68,6.21,Lying Down
518955,10.41,101.24,1.01,-86.66,-42.89,5.95,Lying Down
518975,10.32,101.11,1.01,-96.32,-44.54,4.56,Lying Down
518995,10.25,100.73,1.01,-106.01,-45.69,2.54,Lying Down
519015,10.22,99.99,1.01,-118.36,-46.31,2.31,Lying Down
519035,10.41,98.95,1.0,-127.65,-42.46,3.03,Lying Down
519055,10.8,97.63,1.0,-134.71,-33.83,5.16,Lying Down
519075,11.3,96.12,0.99,-137.63,-24.8,8.47,Lying Down
519095,11.87,94.58,0.99,-134.17,-19.3,12.4,Lying Down
519115,12.43,93.08,0.98,-127.21,-16.22,16.58,Lying Down
519135,13.03,91.62,0.98,-117.94,-10.48,17.62,Lying Down
519155,13.48,90.35,0.99,-104.67,-8.86,13.96,Lying Down
519175,13.58,89.44,1.0,-82.17,-17.18,5.97,Lying Down
519195,13.23,89.13,1.01,-52.02,-38.12,-6.28,Lying Down
519215,12.46,89.3,1.01,-27.78,-63.02,-17.32,Lying Down
519235,11.56,89.82,1.01,-13.88,-74.03,-28.0,Lying Down
519255,10.65,90.56,1.0,-4.6,-77.68,-38.13,Lying Down
519275,9.88,91.5,1.0,1.38,-76.72,-44.79,Lying Down
519295,9.24,92.51,0.98,3.24,-75.55,-49.75,Lying Down
519315,8.71,93.52,0.97,1.56,-74.89,-52.92,Lying Down
519335,8.22,94.43,0.96,-3.2,-75.05,-52.77,Lying Down
519355,7.82,95.11,0.95,-14.34,-74.24,-51.54,Lying Down
519375,7.59,95.53,0.94,-27.43,-70.64,-49.74,Lying Down
519395,7.35,95.7,0.94,-37.93,-67.32,-47.72,Lying Down
519415,6.92,95.67,0.94,-44.9,-71.47,-45.65,Lying Down
519435,6.58,95.55,0.94,-48.05,-68.44,-44.9,Lying Down
519455,6.31,95.31,0.94,-51.24,-64.48,-45.61,Lying Down
519475,5.97,94.87,0.94,-56.32,-64.0,-45.61,Lying Down
519495,5.47,94.3,0.95,-59.85,-65.28,-46.96,Lying Down
519515,4.78,93.67,0.96,-58.62,-69.14,-54.16,Lying Down
519535,3.84,93.16,0.97,-53.0,-80.14,-76.39,Lying Down
519555,2.54,92.85,1.0,-41.34,-102.87,-103.65,Lying Down
519575,1.13,92.77,1.03,-26.84,-116.71,-123.86,Lying Down
519595,-0.03,92.92,1.03,-14.9,-108.17,-143.95,Lying Down
519615,-1.4,93.27,1.03,-6.59,-118.63,-162.92,Lying Down
519635,-2.99,93.81,1.01,1.23,-136.88,-172.12,Lying Down
519655,-4.72,94.49,0.98,5.12,-153.53,-169.94,Lying Down
519675,-6.4,95.07,0.94,-0.29,-155.17,-164.4,Lying Down
519695,-7.96,95.3,0.91,-12.62,-151.56,-157.31,Lying Down
519715,-9.41,95.24,0.88,-21.54,-145.69,-153.25,Lying Down
519735,-10.97,95.2,0.87,-17.0,-146.87,-153.55,Lying Down
519755,-12.7,95.38,0.85,-5.74,-153.35,-154.68,Lying Down
519775,-14.43,95.76,0.83,7.21,-159.7,-155.34,Lying Down
519795,-15.94,96.22,0.82,13.26,-156.73,-153.37,Lying Down
519815,-17.13,96.66,0.81,15.21,-146.24,-145.19,Lying Down
519835,-18.08,97.09,0.81,16.52,-128.72,-131.8,Lying Down
519855,-18.94,97.52,0.82,19.42,-117.37,-126.22,Lying Down
519875,-19.72,98.07,0.84,25.97,-114.16,-127.0,Lying Down
519895,-20.43,98.76,0.85,36.04,-115.04,-128.4,Lying Down
519915,-21.21,99.6,0.87,46.45,-120.68,-127.73,Lying Down
519935,-21.97,100.66,0.89,56.44,-128.72,-123.14,Lying Down
519955,-22.63,101.98,0.92,66.32,-133.31,-106.19,Lying Down
519975,-23.15,103.58,0.94,74.63,-131.11,-75.4,Lying Down
519995,-23.4,105.25,0.96,73.97,-121.55,-45.1,Lying Down
520015,-23.43,106.81,0.96,68.57,-101.57,-22.59,Lying Down
