timestamp,pitch,roll,svm,gx,gy,gz,label
605135,-27.69,-51.56,2.11,-47.17,38.18,-82.18,Falling
605155,-26.98,-50.41,2.1,30.06,33.82,-82.45,Falling
605175,-26.28,-48.54,1.95,73.91,29.89,-80.8,Falling
605195,-25.11,-46.67,1.44,84.47,45.32,-72.46,Falling
605215,-23.49,-45.56,0.73,72.78,76.54,-47.97,Falling
605235,-21.96,-46.25,0.45,44.92,97.74,-26.66,Falling
605255,-20.37,-48.32,0.49,12.26,98.5,-17.88,Falling
605275,-18.94,-51.22,0.59,-22.09,93.59,-4.33,Falling
605295,-17.91,-54.67,0.77,-64.54,92.21,18.14,Falling
605315,-17.32,-57.89,1.1,-96.43,92.77,28.89,Falling
605335,-17.7,-60.02,1.58,-92.04,75.06,0.59,Falling
605355,-19.4,-60.87,1.89,-63.44,-5.36,-63.16,Falling
605375,-22.06,-60.69,1.77,-16.8,-70.38,-133.61,Falling
605395,-25.36,-59.91,1.52,6.64,-119.76,-175.62,Falling
605415,-28.62,-58.52,1.19,22.32,-146.24,-192.03,Falling
605435,-30.85,-56.92,0.94,23.89,-141.1,-181.88,Falling
605455,-31.7,-55.67,0.98,9.4,-119.65,-137.03,Falling
605475,-31.5,-54.93,1.08,-19.71,-65.86,-46.78,Falling
605495,-30.53,-54.19,1.2,-20.92,-5.29,31.54,Falling
605515,-29.4,-52.87,1.31,-2.47,19.42,69.66,Falling
605535,-29.0,-50.94,1.35,42.3,-4.57,89.78,Falling
605555,-29.41,-48.41,1.32,83.24,-29.09,106.63,Falling
605575,-30.2,-45.27,1.28,119.29,-31.5,114.59,Falling
605595,-31.2,-41.97,1.22,131.73,-22.15,127.58,Falling
605615,-31.23,-39.22,1.32,112.0,40.33,160.52,Falling
605635,-29.3,-37.43,1.67,69.46,159.64,163.06,Falling
605655,-27.02,-36.53,2.04,23.92,175.85,114.55,Falling
605675,-25.75,-35.55,2.21,19.02,129.69,-15.88,Falling
605695,-24.73,-34.12,2.12,34.68,111.14,-100.39,Falling
605715,-23.27,-32.18,1.8,63.38,124.65,-123.1,Falling
605735,-21.75,-29.97,1.36,83.32,129.16,-126.15,Falling
605755,-20.67,-27.44,1.03,98.89,112.84,-130.05,Falling
605775,-20.36,-24.66,0.81,113.78,74.73,-136.83,Falling
605795,-20.79,-21.57,0.62,125.45,35.77,-148.24,Falling
605815,-21.75,-17.81,0.4,128.09,6.9,-153.2,Falling
605835,-21.82,-13.27,0.25,119.84,-4.81,-143.63,Falling
605855,-21.31,-9.17,0.22,98.09,-2.37,-118.22,Falling
605875,-21.09,-5.68,0.22,70.98,-9.12,-87.65,Falling
605895,-21.18,-3.26,0.23,40.34,-19.84,-67.09,Falling
605915,-21.42,-1.7,0.27,21.05,-34.1,-51.54,Falling
605935,-22.01,-0.45,0.35,15.03,-59.52,-32.23,Falling
605955,-23.15,0.77,0.45,14.46,-87.78,-3.28,Falling
605975,-24.77,2.03,0.51,14.05,-104.59,32.79,Falling
605995,-26.98,3.12,0.53,9.92,-113.61,67.88,Falling
606015,-29.59,3.67,0.56,-4.19,-105.21,87.18,Falling
606035,-32.02,3.77,0.63,-25.33,-90.04,80.97,Falling
606055,-34.01,3.57,0.61,-45.54,-75.17,66.95,Falling
606075,-35.28,2.52,0.52,-86.31,-62.25,54.11,Falling
606095,-35.66,-1.19,0.44,-163.04,-55.75,56.05,Falling
606115,-35.54,-6.04,0.59,-221.97,-45.94,58.62,Falling
606135,-35.11,-10.76,0.9,-221.53,-37.24,70.42,Falling
606155,-34.76,-14.33,1.25,-196.09,-41.08,108.13,Falling
606175,-34.7,-16.45,1.39,-109.5,-43.22,186.6,Falling
606195,-34.89,-17.7,1.46,-50.1,-23.8,247.87,Falling
606215,-34.59,-18.39,1.67,-20.76,37.4,240.94,Falling
606235,-33.82,-19.29,1.91,-27.15,83.81,209.5,Falling
606255,-32.85,-20.75,2.11,-55.57,98.75,159.09,Falling
606275,-32.53,-22.19,2.23,-80.03,67.75,84.12,Falling
606295,-32.73,-22.86,2.3,-61.94,36.54,-0.66,Falling
606315,-33.45,-22.49,2.11,-25.88,6.02,-54.15,Falling
606335,-34.31,-21.39,1.73,-3.39,-5.43,-67.66,Falling
606355,-35.18,-20.14,1.49,-3.21,-6.56,-62.91,Falling
606375,-35.98,-18.86,1.52,-4.16,-5.06,-63.4,Falling
606395,-36.66,-17.44,1.6,-0.77,-1.96,-71.34,Falling
606415,-37.3,-15.81,1.65,11.41,2.65,-95.79,Falling
606435,-37.41,-14.13,1.61,26.12,25.76,-123.03,Falling
606455,-36.99,-12.55,1.51,31.0,60.03,-140.23,Falling
606475,-36.28,-11.28,1.35,28.34,80.94,-147.41,Falling
606495,-35.24,-10.63,1.18,22.53,102.97,-148.3,Falling
606515,-33.94,-10.68,1.06,11.99,120.63,-154.36,Falling
