timestamp,pitch,roll,svm,gx,gy,gz,label
78315,24.08,-122.04,0.99,-8.86,-0.46,3.1,Walking
78335,24.0,-122.2,0.99,-9.05,-1.26,4.56,Walking
78355,23.89,-122.34,0.99,-9.25,-2.7,5.51,Walking
78375,23.74,-122.54,0.99,-9.71,-5.36,6.23,Walking
78395,23.53,-122.8,0.99,-10.96,-9.2,7.12,Walking
78415,23.29,-123.08,0.99,-13.11,-12.56,8.26,Walking
78435,23.01,-123.41,0.99,-15.67,-14.68,9.61,Walking
78455,22.73,-123.77,0.99,-17.96,-15.78,10.75,Walking
78475,22.46,-124.14,0.99,-19.88,-16.56,11.79,Walking
78495,22.19,-124.49,0.99,-20.94,-17.06,12.79,Walking
78515,21.91,-124.87,0.99,-21.89,-17.93,13.66,Walking
78535,21.59,-125.29,1.0,-23.05,-19.93,14.54,Walking
78555,21.2,-125.75,1.0,-24.65,-23.75,15.67,Walking
78575,20.72,-126.23,1.0,-26.56,-29.1,16.72,Walking
78595,20.17,-126.76,1.0,-28.82,-33.75,16.22,Walking
78615,19.56,-127.3,1.0,-30.57,-38.97,14.44,Walking
78635,18.88,-127.89,1.0,-31.61,-45.33,11.87,Walking
78655,18.17,-128.52,1.0,-32.32,-49.59,9.53,Walking
78675,17.47,-129.23,1.0,-33.76,-50.49,8.46,Walking
78695,16.8,-130.01,0.99,-36.3,-49.47,7.23,Walking
78715,16.25,-130.87,0.99,-39.66,-45.69,4.63,Walking
78735,15.86,-131.79,0.98,-43.91,-38.66,0.29,Walking
78755,15.71,-132.82,0.97,-49.45,-26.1,-4.01,Walking
78775,15.77,-133.87,0.96,-55.62,-11.91,-7.97,Walking
78795,16.02,-134.95,0.94,-62.46,-1.13,-13.76,Walking
78815,16.37,-136.0,0.93,-69.22,4.42,-21.95,Walking
78835,16.76,-137.04,0.92,-74.3,5.74,-30.62,Walking
78855,17.17,-138.03,0.92,-77.47,6.11,-38.54,Walking
78875,17.58,-139.01,0.92,-80.21,6.35,-44.81,Walking
78895,17.99,-139.92,0.92,-82.14,6.15,-49.56,Walking
