timestamp,pitch,roll,svm,gx,gy,gz,label
159670,16.52,29.38,0.99,-0.37,0.03,-2.04,Falling
159690,16.57,29.33,0.99,-0.53,0.12,-2.02,Falling
159710,16.6,29.32,0.99,-0.4,0.1,-1.95,Falling
159730,16.62,29.3,0.99,-0.31,0.01,-1.87,Falling
159750,16.63,29.29,0.99,-0.29,-0.06,-1.87,Falling
159770,16.65,29.25,0.99,-0.43,0.03,-1.96,Falling
159790,16.69,29.24,0.99,-0.41,0.14,-2.12,Falling
159810,16.73,29.23,0.99,-0.36,0.18,-2.34,Falling
159830,16.74,29.22,0.99,-0.26,0.01,-2.4,Falling
159850,16.74,29.22,0.99,-0.23,-0.18,-2.35,Falling
159870,16.72,29.23,0.99,-0.05,-0.63,-2.31,Falling
159890,16.67,29.24,0.99,0.1,-1.52,-2.29,Falling
159910,16.58,29.25,0.99,0.17,-3.02,-2.25,Falling
159930,16.46,29.25,0.99,0.21,-4.41,-2.21,Falling
159950,16.34,29.24,0.99,0.2,-4.13,-2.24,Falling
159970,16.22,29.26,0.99,0.18,-4.49,-2.72,Falling
159990,15.94,29.23,0.99,0.02,-7.18,-4.36,Falling
160010,15.43,29.23,0.99,0.15,-15.12,-7.21,Falling
160030,14.53,29.4,0.99,1.76,-32.6,-10.62,Falling
160050,13.39,29.66,0.99,8.12,-47.08,-15.31,Falling
160070,11.82,30.18,0.99,26.0,-65.01,-17.11,Falling
160090,9.12,31.07,0.99,46.36,-112.83,-6.12,Falling
160110,5.85,32.1,1.0,53.1,-142.05,-0.36,Falling
160130,2.34,33.07,1.01,49.25,-152.97,-10.42,Falling
160150,-0.51,33.53,1.05,34.49,-131.48,-45.52,Falling
160170,-2.4,33.82,1.11,25.28,-88.93,-76.48,Falling
160190,-3.76,34.08,1.13,24.83,-65.22,-83.27,Falling
160210,-5.34,34.44,1.12,26.98,-77.71,-80.24,Falling
160230,-7.44,34.93,1.11,32.25,-102.49,-75.35,Falling
160250,-9.99,35.46,1.12,36.71,-127.8,-72.63,Falling
160270,-12.59,35.93,1.14,37.92,-134.09,-77.44,Falling
160290,-14.84,36.41,1.16,39.33,-125.1,-90.02,Falling
160310,-16.84,36.96,1.15,42.96,-117.91,-96.67,Falling
160330,-18.93,37.61,1.12,48.45,-123.0,-90.5,Falling
160350,-21.37,38.47,1.09,55.71,-139.53,-82.12,Falling
160370,-24.25,39.59,1.07,67.47,-164.46,-77.75,Falling
160390,-27.21,40.77,1.06,71.24,-172.99,-79.35,Falling
160410,-29.75,41.72,1.06,65.06,-161.32,-82.14,Falling
160430,-31.65,42.51,1.05,57.14,-137.88,-86.42,Falling
160450,-33.04,43.21,1.03,49.98,-117.09,-86.7,Falling
160470,-34.2,44.09,1.0,53.46,-111.61,-80.0,Falling
160490,-35.28,45.24,0.97,60.02,-108.53,-60.44,Falling
160510,-36.06,46.34,0.96,57.17,-101.14,-47.9,Falling
160530,-36.5,47.38,0.94,52.57,-88.72,-38.33,Falling
