timestamp,pitch,roll,svm,gx,gy,gz,label
564815,18.9,-19.98,0.88,2.37,0.78,-2.34,Falling
564835,18.76,-19.39,0.87,3.49,1.11,-2.58,Falling
564855,18.6,-18.82,0.87,3.38,0.34,-2.02,Falling
564875,18.44,-18.28,0.87,2.37,0.24,-0.94,Falling
564895,18.3,-17.79,0.86,0.74,0.59,0.22,Falling
564915,18.21,-17.34,0.86,-1.52,1.34,1.72,Falling
564935,18.09,-16.94,0.86,-3.45,2.16,3.09,Falling
564955,17.8,-16.51,0.85,-4.37,0.15,3.95,Falling
564975,17.51,-16.14,0.85,-6.06,-1.2,2.56,Falling
564995,17.27,-15.81,0.85,-7.52,-1.85,0.47,Falling
565015,17.07,-15.44,0.85,-7.42,-1.85,-0.56,Falling
565035,17.02,-15.08,0.86,-7.11,0.09,-0.08,Falling
565055,17.04,-14.78,0.86,-7.29,5.19,0.79,Falling
565075,16.98,-14.51,0.86,-7.09,6.17,2.17,Falling
565095,16.75,-14.21,0.86,-6.8,2.74,2.88,Falling
565115,16.41,-13.86,0.86,-6.1,-3.13,2.36,Falling
565135,15.93,-13.49,0.85,-4.39,-12.49,1.81,Falling
565155,15.17,-13.14,0.85,-1.25,-28.58,1.85,Falling
565175,13.92,-12.76,0.84,4.08,-54.0,2.17,Falling
565195,12.12,-12.28,0.83,12.97,-86.87,2.98,Falling
565215,9.63,-11.59,0.81,23.84,-126.54,7.86,Falling
565235,6.43,-10.43,0.76,36.45,-159.84,24.75,Falling
565255,2.84,-9.19,0.68,40.14,-158.1,31.28,Falling
565275,-0.9,-8.59,0.6,27.08,-155.24,25.43,Falling
565295,-4.77,-8.8,0.56,-3.46,-158.85,17.19,Falling
565315,-8.67,-9.41,0.57,-29.78,-165.93,16.52,Falling
565335,-13.03,-10.09,0.6,-41.43,-183.19,19.62,Falling
565355,-17.77,-10.8,0.69,-45.69,-200.91,18.55,Falling
565375,-23.12,-11.53,0.83,-44.79,-233.64,11.54,Falling
565395,-28.64,-11.88,0.93,-36.98,-248.85,-2.12,Falling
565415,-34.03,-11.89,0.93,-22.68,-249.95,-13.76,Falling
565435,-39.2,-11.73,0.89,-11.53,-250.05,-8.44,Falling
565455,-44.25,-11.29,0.81,6.54,-250.09,10.22,Falling
565475,-49.96,-10.96,0.75,29.17,-250.1,43.26,Falling
565495,-55.87,-6.31,0.85,14.01,-250.11,52.82,Falling
565515,-61.55,-9.41,0.93,-14.96,-250.11,52.46,Falling
565535,-67.12,-11.72,0.95,-35.41,-250.12,56.84,Falling
565555,-71.87,-13.96,0.97,-25.98,-245.82,67.63,Falling
565575,-75.82,-16.64,1.02,-4.71,-208.43,82.47,Falling
565595,-79.37,-19.64,1.06,5.14,-182.94,97.12,Falling
565615,-82.51,-23.12,1.12,-7.81,-170.23,111.49,Falling
565635,-84.67,-26.8,1.16,-25.34,-129.21,113.05,Falling
565655,-86.05,-30.57,1.16,-37.66,-84.3,111.7,Falling
565675,-86.85,-33.67,1.16,-40.17,-52.95,114.74,Falling
565695,-86.97,-36.0,1.16,-29.51,-19.49,118.09,Falling
565715,-86.22,-38.0,1.18,0.06,20.29,124.02,Falling
565735,-83.9,-40.07,1.26,19.01,95.41,128.86,Falling
565755,-79.47,-42.54,1.43,8.86,207.48,121.78,Falling
565775,-74.45,-45.42,1.62,-17.25,249.05,99.14,Falling
565795,-69.65,-48.49,1.76,-52.06,250.06,64.17,Falling
565815,-66.75,-51.68,1.78,-75.0,199.69,27.54,Falling
565835,-65.98,-54.9,1.75,-89.38,63.22,-8.64,Falling
565855,-66.36,-57.94,1.71,-99.28,0.24,-35.9,Falling
565875,-67.98,-60.68,1.68,-106.21,-62.63,-62.95,Falling
565895,-69.12,-62.85,1.64,-109.53,-48.91,-85.84,Falling
565915,-67.8,-62.45,1.5,-58.4,8.19,-84.46,Falling
565935,-65.99,-61.72,1.26,6.74,55.34,-55.28,Falling
565955,-66.55,-61.55,1.4,39.5,-5.52,0.43,Falling
565975,-68.08,-62.47,1.68,25.79,-52.28,-50.37,Falling
565995,-69.13,-63.96,1.58,10.35,-35.69,-102.22,Falling
566015,-69.42,-65.46,1.35,9.87,-10.44,-115.34,Falling
566035,-69.31,-67.11,1.0,11.86,2.68,-108.05,Falling
566055,-68.97,-68.9,0.77,11.54,13.4,-89.82,Falling
566075,-68.4,-70.51,0.68,11.04,20.22,-72.17,Falling
566095,-67.88,-72.17,0.6,10.25,10.97,-56.62,Falling
566115,-66.95,-74.0,0.54,7.76,6.38,-37.54,Falling
566135,-65.54,-75.92,0.5,-4.69,16.68,-15.46,Falling
566155,-64.63,-77.95,0.45,-32.96,8.16,14.85,Falling
566175,-64.18,-79.36,0.48,-37.09,-1.25,41.52,Falling
566195,-64.31,-80.26,0.54,-25.23,-20.31,67.25,Falling
566215,-64.4,-80.57,0.66,6.82,-14.21,90.26,Falling
566235,-63.86,-80.99,0.79,30.72,9.0,108.52,Falling
566255,-62.5,-81.89,1.0,21.95,56.14,125.47,Falling
566275,-61.42,-82.54,1.39,11.12,64.44,118.74,Falling
566295,-61.77,-82.78,1.74,18.6,12.61,91.82,Falling
