timestamp,pitch,roll,svm,gx,gy,gz,label
1241980,0.73,1.04,0.98,-0.51,1.08,-1.83,Normal
1242000,0.73,1.04,0.98,-0.51,1.08,-1.83,Normal
1242020,0.72,1.05,0.98,-0.51,1.08,-1.83,Normal
1242040,0.71,1.05,0.98,-0.51,1.08,-1.83,Normal
1242060,0.71,1.05,0.98,-0.51,1.08,-1.83,Normal
1242080,0.7,1.05,0.98,-0.5,1.08,-1.83,Normal
1242100,0.7,1.05,0.98,-0.5,1.08,-1.83,Normal
1242120,0.7,1.05,0.98,-0.5,1.08,-1.83,Normal
1242140,0.7,1.04,0.98,-0.51,1.08,-1.84,Normal
1242160,0.7,1.05,0.98,-0.5,1.08,-1.84,Normal
1242180,0.69,1.05,0.98,-0.5,1.08,-1.84,Normal
1242200,0.7,1.06,0.98,-0.5,1.08,-1.84,Normal
1242220,0.69,1.06,0.98,-0.5,1.08,-1.84,Normal
1242240,0.7,1.06,0.98,-0.5,1.08,-1.84,Normal
1242260,0.69,1.07,0.98,-0.5,1.08,-1.84,Normal
1242280,0.69,1.07,0.98,-0.5,1.08,-1.84,Normal
1242300,0.68,1.08,0.98,-0.5,1.08,-1.84,Normal
1242320,0.68,1.09,0.98,-0.5,1.08,-1.84,Normal
1242340,0.68,1.1,0.98,-0.5,1.08,-1.84,Normal
1242360,0.69,1.1,0.98,-0.5,1.08,-1.84,Normal
1242380,0.69,1.1,0.98,-0.5,1.08,-1.84,Normal
1242400,0.68,1.1,0.98,-0.5,1.09,-1.84,Normal
1242420,0.68,1.12,0.98,-0.49,1.08,-1.84,Normal
1242440,0.68,1.13,0.98,-0.49,1.09,-1.84,Normal
1242460,0.68,1.13,0.98,-0.49,1.09,-1.84,Normal
1242480,0.68,1.13,0.98,-0.49,1.09,-1.84,Normal
1242500,0.67,1.13,0.98,-0.49,1.09,-1.84,Normal
1242520,0.68,1.13,0.98,-0.49,1.09,-1.84,Normal
1242540,0.68,1.13,0.98,-0.49,1.09,-1.84,Normal
1242560,0.68,1.14,0.98,-0.49,1.09,-1.85,Normal
1242580,0.68,1.15,0.98,-0.49,1.09,-1.85,Normal
1242600,0.68,1.15,0.98,-0.49,1.09,-1.85,Normal
1242620,0.68,1.15,0.98,-0.49,1.09,-1.85,Normal
1242640,0.68,1.15,0.98,-0.49,1.09,-1.85,Normal
1242660,0.68,1.15,0.98,-0.49,1.09,-1.85,Normal
1242680,0.67,1.15,0.98,-0.49,1.09,-1.85,Normal
1242700,0.66,1.14,0.98,-0.49,1.09,-1.85,Normal
1242720,0.67,1.15,0.98,-0.49,1.09,-1.85,Normal
1242740,0.65,1.16,0.98,-0.49,1.09,-1.85,Normal
1242760,0.65,1.16,0.98,-0.49,1.09,-1.85,Normal
