timestamp,pitch,roll,svm,gx,gy,gz,label
83178,-15.23,2.51,1.0,-0.9,130.55,-0.08,Normal
83198,-12.02,2.54,1.0,-0.66,140.44,0.48,Normal
83218,-8.9,2.67,1.0,-0.28,144.26,1.68,Normal
83238,-6.13,2.91,1.0,0.12,141.8,3.65,Normal
83258,-3.74,2.95,1.0,0.32,137.95,5.06,Normal
83278,-1.83,2.81,1.0,-0.14,126.97,5.38,Normal
83298,-0.68,2.76,1.0,-0.26,104.39,5.78,Normal
83318,-0.23,2.72,1.0,-0.31,68.35,5.43,Normal
83338,0.0,2.64,1.0,-0.6,38.07,4.88,Normal
83358,0.1,2.56,1.0,-0.81,20.7,5.07,Normal
83378,0.15,2.44,1.0,-1.2,12.43,5.24,Normal
83398,0.18,2.34,1.0,-1.48,8.53,5.47,Normal
83418,0.22,2.14,1.0,-2.08,6.45,5.87,Normal
83438,0.24,1.9,1.0,-2.69,5.53,6.08,Normal
83458,0.33,1.68,1.0,-3.22,5.63,5.45,Normal
83478,0.33,1.73,1.0,-2.78,4.73,4.82,Normal
83498,0.34,1.71,1.0,-2.64,4.2,4.2,Normal
83518,0.35,1.71,1.0,-2.49,3.73,3.65,Normal
83538,0.35,1.7,1.0,-2.36,3.39,3.11,Normal
83558,0.35,1.69,1.0,-2.24,3.13,2.61,Normal
83578,0.36,1.69,1.0,-2.14,2.92,2.17,Normal
83598,0.37,1.68,1.0,-2.03,2.73,1.8,Normal
83618,0.37,1.67,1.0,-1.93,2.57,1.46,Normal
83638,0.38,1.67,1.0,-1.82,2.53,1.08,Normal
83658,0.28,1.75,1.0,-1.5,2.34,-1.43,Normal
83678,0.33,1.84,1.0,-1.07,2.1,-4.36,Normal
83698,0.3,1.95,1.0,-0.66,1.93,-5.52,Normal
83718,0.31,2.03,1.0,-0.32,1.81,-6.28,Normal
83738,0.28,2.23,1.0,0.46,1.7,-6.9,Normal
83758,0.32,2.64,1.0,2.21,1.76,-6.73,Normal
83778,0.47,3.05,1.0,3.5,2.01,-5.78,Normal
83798,0.69,3.48,1.0,5.56,2.34,-3.77,Normal
83818,1.02,3.9,1.0,7.62,3.33,-2.08,Normal
83838,1.32,4.49,1.0,11.55,4.26,-0.45,Normal
83858,1.52,5.45,1.0,19.02,5.0,0.47,Normal
83878,1.69,6.67,1.0,30.19,5.69,0.49,Normal
83898,1.87,7.99,1.0,41.4,5.96,0.24,Normal
83918,1.98,9.27,1.0,48.81,5.85,-0.08,Normal
83938,2.07,10.46,1.0,53.25,5.98,-0.62,Normal
83958,2.02,11.71,1.0,57.95,5.57,-1.13,Normal
83978,2.21,13.1,1.0,62.87,6.12,-1.11,Normal
83998,2.5,14.64,1.0,67.52,6.83,-0.84,Normal
84018,3.04,16.16,1.0,69.93,8.88,-0.46,Normal
84038,3.77,17.57,1.0,69.93,12.25,-0.01,Normal
84058,4.11,18.93,1.0,69.85,12.86,0.41,Normal
84078,4.18,20.32,1.0,69.9,11.61,0.82,Normal
84098,4.6,21.74,1.0,69.92,12.98,1.18,Normal
84118,5.31,23.15,1.0,69.83,16.58,1.93,Normal
84138,5.94,24.5,1.0,69.82,19.68,2.57,Normal
84158,5.88,25.92,1.0,70.01,15.6,2.84,Normal
84178,5.81,27.38,1.0,70.28,12.19,2.93,Normal
84198,5.82,28.85,1.0,70.65,10.59,2.93,Normal
84218,6.28,30.36,1.0,70.95,13.88,2.8,Normal
84238,7.35,31.75,1.0,70.82,22.48,2.55,Normal
84258,7.78,33.18,1.0,70.8,22.14,2.53,Normal
84278,7.96,34.57,1.0,70.53,19.52,2.66,Normal
84298,8.25,35.79,1.0,69.72,18.86,2.71,Normal
84318,8.51,36.93,1.0,68.57,18.29,2.72,Normal
84338,8.69,38.02,1.0,67.03,16.92,2.77,Normal
84358,8.89,38.97,1.0,64.44,16.1,2.93,Normal
84378,9.2,39.71,1.0,60.26,16.16,3.08,Normal
84398,9.33,40.39,1.0,54.97,15.33,3.18,Normal
84418,9.36,40.99,1.0,48.76,14.19,3.18,Normal
84438,9.46,41.51,1.0,41.96,13.36,3.15,Normal
84458,9.59,41.91,1.0,35.18,12.89,3.08,Normal
84478,9.65,42.3,1.0,29.29,12.06,3.03,Normal
84498,9.68,42.64,1.0,25.1,11.38,2.93,Normal
84518,9.74,43.0,1.0,22.69,10.73,2.79,Normal
84538,9.72,43.35,1.0,20.81,9.75,2.62,Normal
84558,9.68,43.66,1.0,19.03,8.77,2.49,Normal
84578,9.74,43.92,1.0,17.15,8.54,2.34,Normal
84598,9.86,44.07,1.0,14.73,8.64,2.22,Normal
84618,9.95,44.18,1.0,11.83,8.42,2.21,Normal
84638,9.75,44.22,1.0,9.06,6.94,2.24,Normal
84658,9.54,44.2,1.0,6.13,5.39,2.28,Normal
84678,9.33,43.96,1.0,1.44,3.88,2.33,Normal
84698,9.05,43.45,1.0,-5.93,2.14,2.5,Normal
84718,8.79,42.82,1.0,-14.33,0.5,2.68,Normal
84738,8.48,42.07,1.0,-23.08,-1.58,2.96,Normal
84758,8.04,41.07,1.0,-33.61,-4.67,3.33,Normal
84778,7.58,39.9,1.0,-44.99,-7.68,3.22,Normal
84798,6.94,38.52,1.0,-56.0,-11.89,2.89,Normal
84818,6.18,37.0,1.0,-66.4,-17.11,2.47,Normal
84838,5.4,35.27,1.0,-76.08,-21.94,2.39,Normal
84858,4.67,33.37,1.0,-84.95,-24.88,2.19,Normal
84878,3.88,31.24,1.0,-92.52,-26.42,1.93,Normal
84898,3.29,29.14,1.0,-95.9,-25.6,1.16,Normal
84918,2.8,27.11,1.0,-96.7,-24.78,-0.26,Normal
84938,2.37,25.17,1.0,-97.1,-24.21,-2.43,Normal
84958,2.14,23.27,1.0,-96.5,-22.05,-3.33,Normal
84978,2.19,21.42,1.0,-96.0,-17.84,-4.11,Normal
84998,2.11,19.57,1.0,-95.13,-14.55,-5.34,Normal
85018,1.76,17.79,1.0,-94.19,-14.71,-7.04,Normal
85038,1.4,15.95,1.0,-93.58,-14.72,-8.41,Normal
85058,1.07,14.15,1.0,-93.14,-15.31,-10.0,Normal
85078,0.86,12.43,1.0,-92.16,-14.54,-10.19,Normal
85098,0.65,10.81,1.0,-90.92,-13.91,-10.18,Normal
85118,0.54,9.16,1.0,-89.68,-12.79,-9.87,Normal
85138,0.44,7.59,1.0,-88.38,-12.0,-9.56,Normal
85158,0.29,5.98,1.0,-87.14,-11.23,-8.96,Normal
85178,0.02,4.47,1.0,-85.45,-11.35,-8.55,Normal
85198,-0.31,3.04,1.0,-83.46,-11.63,-8.48,Normal
85218,-0.24,2.77,1.0,-70.73,-10.21,-7.61,Normal
85238,-0.43,3.11,1.0,-49.69,-9.81,-7.21,Normal
85258,-0.36,3.09,1.0,-29.93,-8.32,-6.7,Normal
85278,-0.38,3.04,1.0,-17.65,-7.35,-6.2,Normal
85298,-0.39,2.96,1.0,-12.12,-6.44,-5.6,Normal
85318,-0.41,2.82,1.0,-10.44,-5.55,-4.54,Normal
85338,-0.37,2.64,1.0,-10.23,-4.58,-3.02,Normal
85358,-0.32,2.37,1.0,-10.7,-3.5,-1.63,Normal
85378,-0.29,2.2,1.0,-10.33,-2.74,-1.92,Normal
85398,-0.28,2.13,1.0,-9.22,-2.16,-2.04,Normal
85418,-0.28,2.11,1.0,-8.08,-1.77,-2.55,Normal
85438,-0.3,2.13,1.0,-6.67,-1.63,-2.9,Normal
85458,-0.35,2.18,1.0,-5.28,-1.56,-3.29,Normal
85478,-0.4,2.21,1.0,-4.2,-1.56,-3.87,Normal
85498,-0.44,2.22,1.0,-3.62,-1.61,-4.15,Normal
85518,-0.76,2.21,1.0,-3.28,-2.9,-3.76,Normal
85538,-1.2,2.37,1.0,-2.97,-4.6,-2.97,Normal
85558,-1.58,2.16,1.0,-2.81,-6.17,-2.57,Normal
85578,-2.19,2.14,1.0,-2.65,-9.31,-2.48,Normal
85598,-2.92,2.11,1.0,-2.51,-13.82,-2.41,Normal
85618,-4.0,2.05,1.0,-2.48,-21.99,-2.55,Normal
85638,-5.54,2.0,1.0,-2.48,-37.49,-2.99,Normal
85658,-7.63,1.97,1.0,-2.47,-63.39,-3.81,Normal
85678,-9.64,1.89,1.0,-2.45,-80.76,-3.6,Normal
85698,-11.22,1.9,1.0,-2.3,-79.6,-3.42,Normal
85718,-12.27,1.88,1.0,-2.16,-70.48,-3.18,Normal
85738,-12.93,1.89,1.0,-1.97,-58.1,-2.82,Normal
85758,-14.06,1.88,1.0,-1.84,-57.31,-2.41,Normal
85778,-15.89,1.87,1.0,-1.73,-67.82,-2.25,Normal
85798,-18.17,1.83,1.0,-1.71,-85.75,-2.95,Normal
85818,-20.8,1.8,1.0,-1.86,-102.51,-3.4,Normal
85838,-22.84,1.75,1.0,-1.93,-100.76,-3.63,Normal
85858,-24.11,1.74,1.0,-1.92,-87.38,-3.56,Normal
85878,-24.77,1.73,1.0,-1.87,-66.05,-3.38,Normal
85898,-25.18,1.73,1.0,-1.79,-45.84,-3.18,Normal
85918,-25.84,1.71,1.0,-1.75,-39.91,-3.05,Normal
85938,-26.44,1.7,1.0,-1.72,-35.11,-2.96,Normal
85958,-26.74,1.7,1.0,-1.69,-27.64,-2.88,Normal
85978,-26.81,1.69,1.0,-1.67,-19.22,-2.89,Normal
85998,-26.69,1.69,1.0,-1.63,-10.12,-2.86,Normal
86018,-26.37,1.69,1.0,-1.56,-1.31,-2.81,Normal
86038,-26.43,1.69,1.0,-1.52,-2.61,-2.73,Normal
86058,-26.71,1.68,1.0,-1.49,-4.99,-2.68,Normal
86078,-26.7,1.67,1.0,-1.47,-2.59,-2.67,Normal
86098,-26.36,1.68,1.0,-1.42,2.62,-2.64,Normal
86118,-25.76,1.69,1.0,-1.36,10.65,-2.6,Normal
86138,-24.64,1.71,1.0,-1.27,25.2,-2.51,Normal
86158,-22.62,1.75,1.0,-1.13,56.69,-2.31,Normal
86178,-19.93,1.77,1.0,-0.92,97.14,-2.02,Normal
86198,-17.14,1.85,1.0,-0.66,122.34,-1.6,Normal
86218,-14.35,1.96,1.0,-0.41,132.3,-1.11,Normal
86238,-11.54,2.15,1.0,-0.11,136.45,-0.17,Normal
86258,-8.64,2.4,1.0,0.25,140.15,1.26,Normal
86278,-5.63,2.44,1.0,0.34,143.84,3.22,Normal
86298,-2.46,2.34,1.0,0.13,148.43,5.16,Normal
86318,0.35,1.99,1.0,-0.73,146.43,6.4,Normal
86338,0.49,1.66,1.0,-1.33,113.89,4.94,Normal
86358,0.49,1.8,1.0,-1.15,61.8,3.88,Normal
86378,0.72,1.67,1.0,-1.51,32.63,3.46,Normal
86398,0.7,1.64,1.0,-1.53,16.85,4.03,Normal
86418,0.75,1.66,1.0,-1.44,10.77,3.79,Normal
86438,0.64,1.62,1.0,-1.49,6.12,3.47,Normal
86458,0.64,1.67,1.0,-1.19,3.79,3.48,Normal
86478,0.38,1.75,1.0,-0.81,0.22,3.61,Normal
86498,0.42,1.69,1.0,-1.02,1.28,3.36,Normal
86518,0.34,1.7,1.0,-0.8,0.08,2.9,Normal
86538,0.34,1.72,1.0,-0.67,-0.11,2.48,Normal
86558,0.27,1.76,1.0,-0.5,-0.1,2.13,Normal
86578,0.25,1.76,1.0,-0.49,0.07,1.79,Normal
86598,0.27,1.75,1.0,-0.46,0.2,1.49,Normal
86618,0.27,1.75,1.0,-0.44,0.3,1.21,Normal
86638,0.24,1.73,1.0,-0.44,0.36,0.97,Normal
86658,0.26,1.72,1.0,-0.46,0.46,0.75,Normal
86678,0.27,1.7,1.0,-0.45,0.51,0.55,Normal
86698,0.25,1.68,1.0,-0.45,0.52,0.38,Normal
86718,0.22,1.67,1.0,-0.44,0.55,0.21,Normal
86738,0.24,1.68,1.0,-0.41,0.59,0.06,Normal
86758,0.22,1.68,1.0,-0.39,0.59,-0.07,Normal
86778,0.22,1.69,1.0,-0.38,0.61,-0.18,Normal
86798,0.21,1.69,1.0,-0.37,0.64,-0.28,Normal
86818,0.22,1.69,1.0,-0.37,0.67,-0.39,Normal
86838,0.22,1.68,1.0,-0.37,0.69,-0.47,Normal
86858,0.22,1.66,1.0,-0.39,0.74,-0.54,Normal
86878,0.24,1.65,1.0,-0.39,0.78,-0.63,Normal
86898,0.25,1.64,1.0,-0.4,0.8,-0.71,Normal
86918,0.25,1.63,1.0,-0.4,0.83,-0.78,Normal
86938,0.25,1.62,1.0,-0.4,0.84,-0.84,Normal
86958,0.25,1.59,1.0,-0.45,0.86,-0.89,Normal
86978,0.25,1.54,1.0,-0.51,0.9,-1.02,Normal
86998,0.23,1.53,1.0,-0.51,0.88,-1.74,Normal
87018,0.23,1.53,1.0,-0.47,0.85,-2.96,Normal
87038,0.21,1.6,1.0,-0.35,0.8,-3.41,Normal
87058,0.18,1.74,1.0,-0.1,0.76,-3.45,Normal
87078,0.16,1.89,1.0,0.15,0.73,-3.47,Normal
87098,0.16,2.07,1.0,0.51,0.71,-3.4,Normal
87118,0.14,2.37,1.0,1.16,0.71,-3.29,Normal
87138,0.23,2.44,1.0,1.1,0.85,-3.27,Normal
87158,0.24,2.45,1.0,1.07,0.87,-3.44,Normal
87178,0.22,2.49,1.0,1.14,0.87,-3.61,Normal
87198,0.23,2.65,1.0,1.51,0.87,-3.7,Normal
87218,0.29,3.03,1.0,2.47,0.94,-3.49,Normal
87238,0.41,3.52,1.0,3.85,1.02,-3.26,Normal
87258,0.73,4.12,1.0,6.14,1.55,-3.11,Normal
87278,0.99,4.8,1.0,9.4,2.07,-3.22,Normal
87298,1.12,5.51,1.0,13.61,2.42,-3.51,Normal
87318,1.16,6.29,1.0,18.94,2.47,-3.69,Normal
87338,0.94,7.15,1.0,25.27,1.98,-3.99,Normal
87358,0.8,8.17,1.0,32.65,1.77,-3.96,Normal
87378,0.87,9.26,1.0,39.18,1.88,-3.95,Normal
87398,0.9,10.32,1.0,43.57,1.88,-3.87,Normal
87418,0.88,11.43,1.0,47.16,1.82,-3.87,Normal
87438,0.95,12.64,1.0,51.2,1.96,-3.8,Normal
87458,0.89,13.99,1.0,55.76,1.76,-3.86,Normal
87478,0.86,15.43,1.0,59.97,1.62,-3.93,Normal
87498,0.96,16.88,1.0,62.68,1.78,-3.89,Normal
87518,1.16,18.23,1.0,63.41,2.19,-3.74,Normal
87538,1.33,19.47,1.0,63.3,2.67,-3.52,Normal
87558,1.31,20.67,1.0,63.27,2.59,-3.51,Normal
87578,1.27,21.9,1.0,62.89,2.39,-3.55,Normal
87598,1.3,23.01,1.0,61.66,2.3,-3.57,Normal
87618,1.36,24.05,1.0,59.74,2.26,-3.44,Normal
87638,1.4,24.94,1.0,57.17,2.26,-3.23,Normal
87658,1.31,25.69,1.0,53.72,2.02,-3.08,Normal
87678,1.22,26.27,1.0,48.77,1.71,-2.93,Normal
87698,1.18,26.72,1.0,41.88,1.57,-2.74,Normal
87718,1.2,27.02,1.0,33.75,1.54,-2.5,Normal
87738,1.22,27.18,1.0,25.19,1.55,-2.2,Normal
87758,1.25,27.11,1.0,14.79,1.61,-1.95,Normal
87778,1.35,26.75,1.0,1.98,1.77,-1.67,Normal
87798,1.56,26.15,1.0,-11.77,2.17,-1.2,Normal
87818,1.72,25.29,1.0,-26.13,2.59,-0.62,Normal
87838,1.85,24.2,1.0,-38.99,2.99,-0.15,Normal
87858,1.98,22.98,1.0,-48.41,3.39,0.18,Normal
87878,2.09,21.7,1.0,-54.74,3.66,0.37,Normal
87898,2.0,20.37,1.0,-59.42,3.3,0.29,Normal
87918,1.87,19.01,1.0,-62.21,2.75,0.23,Normal
87938,1.76,17.67,1.0,-63.56,2.35,0.01,Normal
87958,1.7,16.34,1.0,-64.44,2.06,-0.22,Normal
87978,1.77,14.98,1.0,-65.12,2.18,-0.31,Normal
87998,1.81,13.64,1.0,-65.4,2.22,-0.35,Normal
88018,1.79,12.41,1.0,-64.82,2.05,-0.34,Normal
88038,1.68,11.25,1.0,-63.65,1.69,-0.48,Normal
88058,1.58,10.15,1.0,-62.48,1.27,-0.85,Normal
88078,1.43,9.04,1.0,-61.78,0.81,-1.74,Normal
88098,1.26,7.86,1.0,-61.33,0.32,-3.41,Normal
88118,1.11,6.69,1.0,-60.84,-0.03,-5.9,Normal
88138,1.21,5.63,1.0,-59.76,0.35,-6.69,Normal
88158,1.31,4.73,1.0,-57.97,0.76,-6.96,Normal
88178,1.46,3.98,1.0,-55.37,1.32,-6.88,Normal
88198,1.46,3.29,1.0,-52.18,1.42,-6.98,Normal
88218,1.06,2.69,1.0,-48.04,-0.12,-6.79,Normal
88238,0.64,2.6,1.0,-39.62,-2.3,-6.04,Normal
88258,0.41,2.49,1.0,-30.37,-3.12,-5.53,Normal
88278,0.38,2.4,1.0,-22.34,-2.71,-5.18,Normal
88298,0.38,2.18,1.0,-18.97,-2.27,-4.86,Normal
88318,0.43,1.8,1.0,-19.16,-1.63,-4.57,Normal
88338,0.44,1.53,1.0,-17.81,-1.13,-4.27,Normal
88358,0.47,1.44,1.0,-15.04,-0.71,-3.97,Normal
88378,0.47,1.43,1.0,-12.01,-0.55,-3.55,Normal
88398,0.45,1.47,1.0,-9.13,-0.44,-3.11,Normal
88418,0.43,1.48,1.0,-7.27,-0.3,-3.03,Normal
88438,0.38,1.63,1.0,-4.46,-0.4,-2.89,Normal
88458,0.37,1.64,1.0,-3.73,-0.3,-2.82,Normal
88478,0.36,1.63,1.0,-3.06,-0.21,-2.76,Normal
88498,0.34,1.62,1.0,-2.64,-0.13,-2.71,Normal
88518,0.34,1.61,1.0,-2.31,-0.08,-2.66,Normal
88538,0.33,1.6,1.0,-2.09,-0.01,-2.6,Normal
88558,0.33,1.6,1.0,-1.89,0.06,-2.56,Normal
88578,0.32,1.6,1.0,-1.77,0.12,-2.5,Normal
88598,0.37,1.52,1.0,-1.93,0.52,-2.7,Normal
88618,0.4,1.4,1.0,-2.11,0.69,-2.9,Normal
88638,0.38,1.31,1.0,-2.21,0.73,-3.26,Normal
88658,0.48,1.4,1.0,-2.26,0.85,-3.21,Normal
88678,0.49,1.36,1.0,-2.29,0.92,-3.18,Normal
88698,0.5,1.34,1.0,-2.24,0.97,-3.13,Normal
88718,0.39,1.17,1.0,-2.16,0.95,-3.3,Normal
88738,0.4,1.24,1.0,-2.06,0.95,-3.18,Normal
88758,0.45,1.27,1.0,-1.97,0.97,-3.18,Normal
88778,0.43,1.26,1.0,-1.87,0.95,-3.33,Normal
