timestamp,pitch,roll,svm,gx,gy,gz,label
103994,6.66,-8.52,1.01,0.77,5.93,-5.82,Normal
104014,6.62,-8.15,1.01,1.63,5.7,-4.89,Normal
104034,6.63,-7.81,1.01,1.87,5.87,-3.42,Normal
104054,6.5,-7.55,1.01,1.77,4.89,-1.04,Normal
104074,6.43,-7.39,1.01,0.98,3.89,3.9,Normal
104094,6.23,-7.41,1.01,-0.61,2.05,13.29,Normal
104114,5.24,-7.53,1.01,-3.05,-5.18,24.74,Normal
104134,3.29,-7.96,1.01,-8.27,-25.32,32.35,Normal
104154,0.29,-8.81,1.01,-18.19,-69.5,36.39,Normal
104174,-3.22,-9.93,1.01,-31.59,-124.23,48.48,Normal
104194,-7.18,-10.95,1.01,-43.97,-172.67,81.32,Normal
104214,-12.04,-12.38,1.01,-60.46,-220.25,134.15,Normal
104234,-17.06,-14.5,1.01,-86.07,-238.49,175.35,Normal
104254,-22.26,-17.05,1.01,-110.22,-244.24,181.71,Normal
104274,-26.06,-19.55,1.01,-117.5,-220.76,171.07,Normal
104294,-28.57,-21.53,1.01,-108.08,-174.07,158.8,Normal
104314,-30.3,-23.08,1.01,-94.07,-120.64,147.04,Normal
104334,-32.23,-24.4,1.01,-81.91,-107.34,140.64,Normal
104354,-34.73,-26.03,1.01,-81.64,-115.33,140.26,Normal
104374,-37.07,-28.63,1.01,-94.55,-116.73,138.88,Normal
104394,-40.23,-31.97,1.01,-119.8,-131.11,135.46,Normal
104414,-43.66,-35.7,1.01,-144.77,-149.42,132.48,Normal
104434,-46.64,-39.4,1.01,-153.09,-156.4,132.98,Normal
104454,-49.42,-42.64,1.01,-145.62,-156.98,135.55,Normal
104474,-51.41,-44.59,1.01,-120.54,-149.29,138.04,Normal
104494,-52.88,-45.82,1.01,-82.77,-136.71,134.14,Normal
104514,-54.1,-47.32,1.01,-65.71,-123.95,124.35,Normal
104534,-55.15,-49.19,1.01,-67.29,-114.45,106.21,Normal
104554,-55.9,-51.14,1.01,-66.51,-104.66,77.13,Normal
104574,-55.89,-52.78,1.01,-61.12,-84.34,32.11,Normal
104594,-54.84,-54.17,1.01,-53.5,-49.25,-30.77,Normal
104614,-53.49,-55.38,1.01,-43.49,-21.09,-103.02,Normal
104634,-52.62,-56.38,1.01,-31.83,-13.02,-174.08,Normal
104654,-52.53,-56.98,1.01,-18.59,-14.5,-225.59,Normal
104674,-52.8,-57.08,1.01,-8.37,-13.02,-241.07,Normal
104694,-52.15,-56.97,1.01,-2.95,0.79,-245.46,Normal
104714,-51.06,-56.95,1.01,-6.82,23.75,-247.17,Normal
104734,-49.96,-57.52,1.01,-22.27,44.54,-246.07,Normal
104754,-48.22,-58.55,1.01,-47.76,71.93,-244.32,Normal
104774,-45.11,-59.66,1.01,-73.2,125.24,-242.46,Normal
104794,-40.7,-60.47,1.01,-79.13,201.51,-239.93,Normal
104814,-36.34,-60.98,1.01,-75.35,234.63,-235.68,Normal
104834,-32.1,-61.07,1.01,-70.48,243.51,-231.49,Normal
104854,-27.77,-60.84,1.01,-64.78,246.35,-224.27,Normal
104874,-23.39,-60.68,1.01,-63.41,247.59,-208.15,Normal
104894,-19.03,-60.76,1.01,-66.75,248.25,-178.71,Normal
104914,-14.66,-61.23,1.01,-74.25,248.65,-146.41,Normal
104934,-10.31,-61.45,1.01,-75.86,248.92,-121.99,Normal
104954,-5.91,-61.09,1.01,-69.81,249.11,-101.17,Normal
104974,-1.52,-60.7,1.01,-63.67,249.25,-75.6,Normal
104994,2.89,-60.55,1.01,-62.15,249.36,-42.05,Normal
105014,7.54,-60.71,1.01,-64.49,249.45,-2.69,Normal
105034,12.48,-60.83,1.01,-65.57,249.52,29.34,Normal
105054,17.58,-61.01,1.01,-66.08,249.58,52.81,Normal
105074,21.94,-60.99,1.01,-63.65,245.09,67.04,Normal
105094,24.43,-60.77,1.01,-58.04,222.34,76.59,Normal
105114,24.94,-59.91,1.01,-46.25,135.46,79.51,Normal
105134,23.95,-58.02,1.01,-22.61,-6.19,76.29,Normal
105154,21.61,-55.86,1.01,0.84,-98.48,72.69,Normal
105174,18.12,-54.32,1.01,0.95,-153.2,70.96,Normal
105194,13.81,-53.3,1.01,-6.5,-191.47,74.37,Normal
105214,8.74,-52.32,1.01,-12.23,-225.57,79.64,Normal
105234,3.58,-51.24,1.01,-13.98,-239.3,83.39,Normal
105254,-1.37,-50.1,1.01,-13.51,-237.66,84.18,Normal
105274,-4.73,-48.76,1.01,-11.02,-210.64,80.55,Normal
105294,-5.91,-46.96,1.01,-3.6,-134.6,72.14,Normal
105314,-5.11,-44.54,1.01,11.99,-14.23,57.69,Normal
