timestamp,pitch,roll,svm,gx,gy,gz,label
1134900,0.44,1.3,0.98,-0.47,1.15,-1.92,Normal
1134920,0.44,1.3,0.98,-0.47,1.15,-1.92,Normal
1134940,0.44,1.3,0.98,-0.47,1.15,-1.92,Normal
1134960,0.44,1.31,0.98,-0.46,1.15,-1.92,Normal
1134980,0.44,1.31,0.98,-0.46,1.15,-1.92,Normal
1135000,0.44,1.32,0.98,-0.46,1.15,-1.92,Normal
1135020,0.43,1.32,0.98,-0.46,1.15,-1.92,Normal
1135040,0.43,1.32,0.98,-0.47,1.15,-1.92,Normal
1135060,0.43,1.31,0.98,-0.47,1.15,-1.92,Normal
1135080,0.43,1.32,0.98,-0.46,1.15,-1.92,Normal
1135100,0.43,1.32,0.98,-0.46,1.15,-1.92,Normal
1135120,0.43,1.32,0.98,-0.46,1.15,-1.92,Normal
1135140,0.42,1.32,0.98,-0.47,1.15,-1.92,Normal
1135160,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135180,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135200,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135220,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135240,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135260,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135280,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135300,0.4,1.31,0.98,-0.46,1.15,-1.92,Normal
1135320,0.41,1.31,0.98,-0.46,1.15,-1.92,Normal
1135340,0.41,1.31,0.98,-0.46,1.15,-1.92,Normal
1135360,0.41,1.31,0.98,-0.46,1.15,-1.92,Normal
1135380,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135400,0.41,1.33,0.98,-0.46,1.15,-1.92,Normal
1135420,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135440,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135460,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135480,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135500,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135520,0.41,1.32,0.98,-0.46,1.15,-1.92,Normal
1135540,0.41,1.31,0.98,-0.46,1.15,-1.92,Normal
1135560,0.41,1.31,0.98,-0.46,1.15,-1.92,Normal
1135580,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135600,0.42,1.32,0.98,-0.46,1.15,-1.92,Normal
1135620,0.43,1.31,0.98,-0.46,1.15,-1.92,Normal
1135640,0.43,1.31,0.98,-0.46,1.15,-1.92,Normal
1135660,0.43,1.31,0.98,-0.46,1.15,-1.92,Normal
1135680,0.42,1.31,0.98,-0.46,1.15,-1.92,Normal
1135700,0.42,1.3,0.98,-0.46,1.15,-1.92,Normal
1135720,0.42,1.3,0.98,-0.46,1.15,-1.92,Normal
1135740,0.42,1.3,0.98,-0.46,1.15,-1.92,Normal
1135760,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135780,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135800,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135820,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135840,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135860,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135880,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1135900,0.44,1.3,0.98,-0.46,1.15,-1.92,Normal
1135920,0.44,1.29,0.98,-0.46,1.15,-1.92,Normal
1135940,0.44,1.3,0.98,-0.46,1.15,-1.92,Normal
1135960,0.44,1.3,0.98,-0.46,1.15,-1.92,Normal
1135980,0.43,1.29,0.98,-0.46,1.15,-1.92,Normal
1136000,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1136020,0.43,1.3,0.98,-0.46,1.15,-1.92,Normal
1136040,0.43,1.29,0.98,-0.46,1.15,-1.92,Normal
1136060,0.42,1.3,0.98,-0.46,1.15,-1.92,Normal
1136080,0.41,1.3,0.98,-0.46,1.15,-1.92,Normal
1136100,0.41,1.3,0.98,-0.46,1.15,-1.92,Normal
1136120,0.41,1.3,0.98,-0.46,1.15,-1.92,Normal
1136140,0.4,1.29,0.98,-0.46,1.15,-1.92,Normal
1136160,0.4,1.29,0.98,-0.46,1.15,-1.92,Normal
1136180,0.41,1.29,0.98,-0.46,1.15,-1.92,Normal
1136200,0.41,1.29,0.98,-0.46,1.15,-1.92,Normal
1136220,0.41,1.29,0.98,-0.46,1.15,-1.92,Normal
1136240,0.41,1.29,0.98,-0.46,1.15,-1.92,Normal
1136260,0.41,1.29,0.98,-0.46,1.15,-1.92,Normal
1136280,0.4,1.3,0.98,-0.46,1.15,-1.92,Normal
1136300,0.41,1.29,0.98,-0.46,1.15,-1.92,Normal
